"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"53640","Gnowangerup (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",923,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1078,,
"53640","Gnowangerup (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1274,,
"53710","Goomalling (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",988,,
"53710","Goomalling (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",315,,
"53710","Goomalling (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",6,,
"53710","Goomalling (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",56,,
"53710","Goomalling (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",53,,
"53710","Goomalling (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",4,,
"53710","Goomalling (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",38,,
"53710","Goomalling (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",929,,
"53710","Goomalling (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1057,,
"53710","Goomalling (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",985,,
"53780","Gosnells (C)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1040,,
"53780","Gosnells (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",498,,
"53780","Gosnells (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"53780","Gosnells (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",89,,
"53780","Gosnells (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",113,,
"53780","Gosnells (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"53780","Gosnells (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",81,,
"53780","Gosnells (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",775,,
"53780","Gosnells (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1217,,
"53780","Gosnells (C)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",106582,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",637,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",23,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",1,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",5,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",2,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",1,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",2,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",435,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",830,,
"53920","Halls Creek (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",3563,,
"53990","Harvey (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1059,,
"53990","Harvey (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",525,,
"53990","Harvey (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"53990","Harvey (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",93,,
"53990","Harvey (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",120,,
"53990","Harvey (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"53990","Harvey (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",86,,
"53990","Harvey (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",775,,
"53990","Harvey (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1191,,
"53990","Harvey (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",23229,,
"54060","Irwin (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1003,,
"54060","Irwin (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",387,,
"54060","Irwin (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",7,,
"54060","Irwin (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",69,,
"54060","Irwin (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",75,,
"54060","Irwin (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",6,,
"54060","Irwin (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",54,,
"54060","Irwin (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",916,,
"54060","Irwin (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1078,,
"54060","Irwin (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",3568,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1030,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",474,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",84,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",102,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",73,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",951,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1077,,
"54130","Jerramungup (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",1063,,
"54170","Joondalup (C)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1105,,
"54170","Joondalup (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",557,,
"54170","Joondalup (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"54170","Joondalup (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",99,,
"54170","Joondalup (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",137,,
"54170","Joondalup (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"54170","Joondalup (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",98,,
"54170","Joondalup (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",865,,
"54170","Joondalup (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1250,,
"54170","Joondalup (C)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",152389,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1081,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",545,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",10,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",97,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",130,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",93,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",893,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1172,,
"54200","Kalamunda (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",53540,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","SCORE","Score","2011","2011",1026,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",458,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",9,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",82,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",97,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",70,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",572,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1278,,
"54280","Kalgoorlie/Boulder (C)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",31098,,
"54340","Katanning (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",941,,
"54340","Katanning (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",100,,
"54340","Katanning (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",2,,
"54340","Katanning (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",18,,
"54340","Katanning (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",19,,
"54340","Katanning (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"54340","Katanning (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",14,,
"54340","Katanning (S)","IER","Index of Economic Resources","MINS","Minimum score for SA1s in area","2011","2011",837,,
"54340","Katanning (S)","IER","Index of Economic Resources","MAXS","Maximum score for SA1s in area","2011","2011",1078,,
"54340","Katanning (S)","IER","Index of Economic Resources","URP","Usual resident population","2011","2011",4183,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","SCORE","Score","2011","2011",944,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","RWAR","Rank within Australia","2011","2011",109,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","RWAD","Rank within Australia - Decile","2011","2011",2,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","RWAP","Rank within Australia - Percentile","2011","2011",20,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","RWSR","Rank within State or Territory","2011","2011",22,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"54410","Kellerberrin (S)","IER","Index of Economic Resources","RWSP","Rank within State or Territory - Percentile","2011","2011",16,,
